date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:34:15	32592/32592	---MCZ	200	added ('OK')	text/css	etag:W/%22621f2da7-7f50%22	https://templates.envytheme.com/finix/default/assets/css/dark.css	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/css/dark.css	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:16	27357/27357	---MCZ	200	added ('OK')	text/css	etag:W/%22621f2da9-6add%22	https://templates.envytheme.com/finix/default/assets/css/responsive.css	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/css/responsive.css	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:17	1980/1980	---M--	200	added ('OK')	image/png	etag:%22621f2dae-7bc%22	https://templates.envytheme.com/finix/default/assets/img/favicon.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/favicon.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:18	4669/4669	---M--	200	added ('OK')	image/png	etag:%22621f2daf-123d%22	https://templates.envytheme.com/finix/default/assets/img/logo.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/logo.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:19	4831/4831	---M--	200	added ('OK')	image/png	etag:%22621f2daf-12df%22	https://templates.envytheme.com/finix/default/assets/img/logo2.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/logo2.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:20	56060/56060	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:03%20GMT	https://templates.envytheme.com/finix/default/index.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/index.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:20	64006/64006	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:03%20GMT	https://templates.envytheme.com/finix/default/index-3.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/index-3.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:20	41954/41954	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:01%20GMT	https://templates.envytheme.com/finix/default/about.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/about.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:21	39742/39742	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:05%20GMT	https://templates.envytheme.com/finix/default/team.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/team.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:21	42762/42762	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:02%20GMT	https://templates.envytheme.com/finix/default/faq.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/faq.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:21	30558/30558	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:02%20GMT	https://templates.envytheme.com/finix/default/gallery.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/gallery.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:22	29206/29206	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:03%20GMT	https://templates.envytheme.com/finix/default/loan-calculator.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/loan-calculator.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:22	30242/30242	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:01%20GMT	https://templates.envytheme.com/finix/default/apply-now.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/apply-now.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:22	27394/27394	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:05%20GMT	https://templates.envytheme.com/finix/default/testimonials.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/testimonials.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:23	42782/42782	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:04%20GMT	https://templates.envytheme.com/finix/default/projects.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/projects.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:23	29669/29669	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:04%20GMT	https://templates.envytheme.com/finix/default/project-details.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/project-details.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:23	26473/26473	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:05%20GMT	https://templates.envytheme.com/finix/default/sign-in.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/sign-in.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:24	26409/26409	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:05%20GMT	https://templates.envytheme.com/finix/default/sign-up.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/sign-up.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:24	27712/27712	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:05%20GMT	https://templates.envytheme.com/finix/default/terms-condition.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/terms-condition.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:24	27687/27687	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:04%20GMT	https://templates.envytheme.com/finix/default/privacy-policy.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/privacy-policy.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:25	4188/4188	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:02%20GMT	https://templates.envytheme.com/finix/default/error-404.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/error-404.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:25	31457/31457	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:02%20GMT	https://templates.envytheme.com/finix/default/contact.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/contact.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:25	30384/30384	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:04%20GMT	https://templates.envytheme.com/finix/default/services.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/services.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:26	37206/37206	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:04%20GMT	https://templates.envytheme.com/finix/default/services-details.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/services-details.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:26	35187/35187	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:02%20GMT	https://templates.envytheme.com/finix/default/funding.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/funding.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:26	40185/40185	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:03%20GMT	https://templates.envytheme.com/finix/default/loans.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/loans.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:27	41928/41928	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:03%20GMT	https://templates.envytheme.com/finix/default/news.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/news.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:27	39280/39280	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2008:41:03%20GMT	https://templates.envytheme.com/finix/default/news-details.html	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/news-details.html	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:28	6547/6547	---M--	200	added ('OK')	image/png	etag:%22621f2dcf-1993%22	https://templates.envytheme.com/finix/default/assets/img/partner/image1.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/partner/image1.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:29	4433/4433	---M--	200	added ('OK')	image/png	etag:%22621f2dcf-1151%22	https://templates.envytheme.com/finix/default/assets/img/partner/image2.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/partner/image2.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:30	5052/5052	---M--	200	added ('OK')	image/png	etag:%22621f2dcf-13bc%22	https://templates.envytheme.com/finix/default/assets/img/partner/image3.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/partner/image3.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:31	3550/3550	---M--	200	added ('OK')	image/png	etag:%22621f2dcf-dde%22	https://templates.envytheme.com/finix/default/assets/img/partner/image4.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/partner/image4.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:32	4343/4343	---M--	200	added ('OK')	image/png	etag:%22621f2dcf-10f7%22	https://templates.envytheme.com/finix/default/assets/img/partner/image5.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/partner/image5.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:34	314072/314072	---M--	200	added ('OK')	image/png	etag:%22621f2dc4-4cad8%22	https://templates.envytheme.com/finix/default/assets/img/about/image3.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/about/image3.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:35	333787/333787	---M--	200	added ('OK')	image/png	etag:%22621f2dae-517db%22	https://templates.envytheme.com/finix/default/assets/img/choose.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/choose.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:35	350255/350255	---M--	200	added ('OK')	image/png	etag:%22621f2dae-5582f%22	https://templates.envytheme.com/finix/default/assets/img/company2.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/company2.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:37	389990/389990	---M--	200	added ('OK')	image/png	etag:%22621f2db0-5f366%22	https://templates.envytheme.com/finix/default/assets/img/services-tab.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/services-tab.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:38	210985/210985	---M--	200	added ('OK')	image/png	etag:%22621f2dc9-33829%22	https://templates.envytheme.com/finix/default/assets/img/clients/man.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/clients/man.png	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:38	27570/27570	---M--	200	added ('OK')	image/jpeg	etag:%22621f2dd2-6bb2%22	https://templates.envytheme.com/finix/default/assets/img/team/image1.jpg	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/team/image1.jpg	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:39	17441/17441	---M--	200	added ('OK')	image/jpeg	etag:%22621f2dd2-4421%22	https://templates.envytheme.com/finix/default/assets/img/team/image2.jpg	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/team/image2.jpg	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:40	16886/16886	---M--	200	added ('OK')	image/jpeg	etag:%22621f2dd3-41f6%22	https://templates.envytheme.com/finix/default/assets/img/team/image3.jpg	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/team/image3.jpg	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:42	21173/21173	---M--	200	added ('OK')	image/jpeg	etag:%22621f2dd3-52b5%22	https://templates.envytheme.com/finix/default/assets/img/team/image4.jpg	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/team/image4.jpg	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:43	26368/26368	---M--	200	added ('OK')	image/jpeg	etag:%22621f2dc7-6700%22	https://templates.envytheme.com/finix/default/assets/img/blog/image1.jpg	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/blog/image1.jpg	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:43	25835/25835	---M--	200	added ('OK')	image/jpeg	etag:%22621f2dc7-64eb%22	https://templates.envytheme.com/finix/default/assets/img/blog/image2.jpg	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/blog/image2.jpg	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:44	21361/21361	---M--	200	added ('OK')	image/jpeg	etag:%22621f2dc7-5371%22	https://templates.envytheme.com/finix/default/assets/img/blog/image3.jpg	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/blog/image3.jpg	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:45	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226476145d-4d7%22	https://templates.envytheme.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:46	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db3-15d9d%22	https://templates.envytheme.com/finix/default/assets/js/jquery.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/jquery.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:47	18760/18760	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db4-4948%22	https://templates.envytheme.com/finix/default/assets/js/popper.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/popper.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:47	59174/59174	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db2-e726%22	https://templates.envytheme.com/finix/default/assets/js/bootstrap.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/bootstrap.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:48	6033/6033	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db3-1791%22	https://templates.envytheme.com/finix/default/assets/js/jquery.meanmenu.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/jquery.meanmenu.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:48	44176/44176	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db4-ac90%22	https://templates.envytheme.com/finix/default/assets/js/owl.carousel.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/owl.carousel.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:49	2822/2822	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db4-b06%22	https://templates.envytheme.com/finix/default/assets/js/jquery.nice-select.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/jquery.nice-select.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:50	20087/20087	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db3-4e77%22	https://templates.envytheme.com/finix/default/assets/js/jquery.magnific-popup.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/jquery.magnific-popup.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:51	10264/10264	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db4-2818%22	https://templates.envytheme.com/finix/default/assets/js/odometer.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/odometer.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:52	4377/4377	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db3-1119%22	https://templates.envytheme.com/finix/default/assets/js/jquery.appear.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/jquery.appear.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:53	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db3-94d%22	https://templates.envytheme.com/finix/default/assets/js/jquery.ajaxchimp.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/jquery.ajaxchimp.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:53	6063/6063	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db3-17af%22	https://templates.envytheme.com/finix/default/assets/js/form-validator.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/form-validator.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:54	2113/2113	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db2-841%22	https://templates.envytheme.com/finix/default/assets/js/contact-form-script.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/contact-form-script.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:55	8210/8210	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db4-2012%22	https://templates.envytheme.com/finix/default/assets/js/wow.min.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/wow.min.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:56	8795/8795	---MCZ	200	added ('OK')	application/javascript	etag:W/%22621f2db4-225b%22	https://templates.envytheme.com/finix/default/assets/js/main.js	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/js/main.js	(from https://templates.envytheme.com/finix/default/index-2.html)
02:34:57	389680/389680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22621f2dab-5f230%22	https://templates.envytheme.com/finix/default/assets/fonts/boxicons.eot	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/boxicons.eot	(from https://templates.envytheme.com/finix/default/assets/css/boxicons.min.css)
02:34:58	114992/114992	---M--	200	added ('OK')	application/octet-stream	etag:%22621f2dac-1c130%22	https://templates.envytheme.com/finix/default/assets/fonts/boxicons.woff2	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/boxicons.woff2	(from https://templates.envytheme.com/finix/default/assets/css/boxicons.min.css)
02:35:00	308768/308768	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22621f2dab-4b620%22	https://templates.envytheme.com/finix/default/assets/fonts/boxicons.woff	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/boxicons.woff	(from https://templates.envytheme.com/finix/default/assets/css/boxicons.min.css)
02:35:01	308692/308692	---M--	200	added ('OK')	application/octet-stream	etag:%22621f2dab-4b5d4%22	https://templates.envytheme.com/finix/default/assets/fonts/boxicons.ttf	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/boxicons.ttf	(from https://templates.envytheme.com/finix/default/assets/css/boxicons.min.css)
02:35:02	1194767/1194767	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22621f2dab-123b0f%22	https://templates.envytheme.com/finix/default/assets/fonts/boxicons.svg?	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/boxiconsd41d.svg	(from https://templates.envytheme.com/finix/default/assets/css/boxicons.min.css)
02:35:02	24270/24270	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22621f2dac-5ece%22	https://templates.envytheme.com/finix/default/assets/fonts/Flaticon.eot	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/Flaticon.eot	(from https://templates.envytheme.com/finix/default/assets/css/flaticon.css)
02:35:04	24270/24270	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22621f2dac-5ece%22	https://templates.envytheme.com/finix/default/assets/fonts/Flaticon.eot?	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/Flaticond41d.eot	(from https://templates.envytheme.com/finix/default/assets/css/flaticon.css)
02:35:05	12800/12800	---M--	200	added ('OK')	application/octet-stream	etag:%22621f2dac-3200%22	https://templates.envytheme.com/finix/default/assets/fonts/Flaticon.woff2	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/Flaticon.woff2	(from https://templates.envytheme.com/finix/default/assets/css/flaticon.css)
02:35:06	15196/15196	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22621f2dac-3b5c%22	https://templates.envytheme.com/finix/default/assets/fonts/Flaticon.woff	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/Flaticon.woff	(from https://templates.envytheme.com/finix/default/assets/css/flaticon.css)
02:35:07	24092/24092	---M--	200	added ('OK')	application/octet-stream	etag:%22621f2dac-5e1c%22	https://templates.envytheme.com/finix/default/assets/fonts/Flaticon.ttf	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/Flaticon.ttf	(from https://templates.envytheme.com/finix/default/assets/css/flaticon.css)
02:35:08	148220/148220	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22621f2dac-242fc%22	https://templates.envytheme.com/finix/default/assets/fonts/Flaticon.svg	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/fonts/Flaticon.svg	(from https://templates.envytheme.com/finix/default/assets/css/flaticon.css)
02:35:08	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Jun%202023%2000:35:40%20GMT	https://templates.envytheme.com/finix/default/assets/css/owl.video.play.png	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/css/owl.video.play.png	(from https://templates.envytheme.com/finix/default/assets/css/owl.carousel.min.css)
02:35:10	109205/109205	---M--	200	added ('OK')	image/jpeg	etag:%22621f2daf-1aa95%22	https://templates.envytheme.com/finix/default/assets/img/main-banner.jpg	C:/Users/PROGRESSIVE/Desktop/finix/templates.envytheme.com/finix/default/assets/img/main-banner.jpg	(from https://templates.envytheme.com/finix/default/assets/css/style.css)
